Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
11-04-2022,S004,P0012,Toys,North,189,157,77,151.32,12.8,0,Cloudy,1,10.02,Winter
28-03-2022,S003,P0016,Furniture,North,224,174,29,189.82,80.44,5,Sunny,0,80.93,Summer
03-01-2022,S002,P0020,Groceries,South,271,22,178,15.3,45.02,10,Sunny,0,47.01,Spring
08-05-2022,S005,P0001,Clothing,South,195,88,159,107.02,47.0,0,Sunny,1,44.13,Spring
06-03-2022,S003,P0015,Groceries,South,277,19,89,29.71,54.51,5,Rainy,0,50.0,Autumn
08-03-2022,S004,P0003,Toys,North,374,232,147,248.02,37.16,15,Snowy,0,35.87,Winter
16-01-2022,S005,P0018,Furniture,West,328,279,127,295.34,88.76,15,Rainy,1,93.46,Winter
07-04-2022,S004,P0005,Groceries,North,433,147,26,140.72,52.33,15,Rainy,1,52.31,Spring
26-04-2022,S002,P0003,Electronics,West,459,375,71,385.86,79.37,20,Sunny,0,74.87,Summer
20-01-2022,S001,P0002,Toys,East,319,192,154,187.39,86.85,5,Snowy,0,91.62,Autumn
12-01-2022,S005,P0001,Toys,South,132,6,84,-2.04,60.36,5,Rainy,1,59.95,Spring
12-05-2022,S003,P0003,Furniture,North,338,292,135,303.69,99.65,0,Sunny,1,98.04,Autumn
13-05-2022,S001,P0005,Electronics,North,102,37,22,54.07,78.43,5,Sunny,0,76.86,Autumn
27-03-2022,S004,P0014,Electronics,North,317,79,185,76.16,41.82,20,Cloudy,1,42.26,Summer
31-01-2022,S001,P0007,Groceries,East,272,235,131,237.46,24.05,5,Sunny,1,20.8,Summer
05-04-2022,S003,P0014,Clothing,North,322,291,179,290.58,31.58,10,Cloudy,1,30.81,Autumn
28-01-2022,S005,P0002,Groceries,South,99,40,108,37.83,75.14,0,Rainy,0,78.86,Summer
06-04-2022,S003,P0019,Toys,West,306,204,60,223.66,20.02,10,Cloudy,0,16.56,Spring
03-03-2022,S001,P0011,Furniture,East,105,50,175,69.29,76.13,15,Rainy,1,75.36,Winter
27-02-2022,S002,P0014,Electronics,West,386,318,173,315.03,23.39,5,Rainy,0,19.15,Winter
02-04-2022,S005,P0006,Electronics,West,209,61,43,52.28,91.24,0,Snowy,1,90.75,Summer
04-05-2022,S005,P0005,Groceries,South,64,61,128,78.15,55.49,0,Sunny,1,52.31,Winter
30-03-2022,S003,P0007,Groceries,East,210,150,36,146.2,64.61,0,Snowy,1,67.05,Winter
29-01-2022,S002,P0010,Toys,East,455,154,98,169.13,19.77,0,Rainy,0,20.63,Winter
18-04-2022,S002,P0016,Electronics,East,111,79,83,97.76,93.08,0,Snowy,0,96.73,Winter
04-04-2022,S003,P0011,Groceries,North,325,252,125,264.27,28.9,10,Sunny,0,24.82,Summer
22-02-2022,S004,P0018,Electronics,East,352,213,137,230.19,59.21,5,Snowy,1,63.27,Spring
24-03-2022,S003,P0015,Toys,West,394,48,66,56.51,59.73,10,Cloudy,1,63.99,Summer
12-02-2022,S001,P0020,Clothing,West,353,83,134,75.97,13.1,0,Sunny,0,16.86,Summer
25-04-2022,S003,P0003,Clothing,East,428,69,199,83.95,17.11,15,Sunny,0,15.17,Autumn
09-05-2022,S003,P0008,Toys,West,294,46,164,65.42,46.19,15,Sunny,1,43.73,Winter
18-05-2022,S005,P0014,Toys,West,452,340,192,353.44,84.91,15,Rainy,0,83.85,Spring
24-02-2022,S002,P0012,Groceries,North,160,91,98,109.09,17.6,5,Cloudy,1,12.61,Winter
04-02-2022,S001,P0014,Groceries,South,66,5,144,21.5,38.36,20,Cloudy,0,40.23,Spring
28-04-2022,S001,P0006,Toys,West,262,227,189,239.02,75.48,15,Snowy,1,72.78,Winter
10-01-2022,S001,P0007,Clothing,South,481,323,113,317.12,84.01,0,Rainy,0,82.9,Autumn
19-03-2022,S004,P0001,Electronics,North,151,81,160,90.36,10.7,20,Cloudy,0,14.68,Summer
06-02-2022,S005,P0014,Clothing,North,119,84,144,101.4,42.55,15,Rainy,1,44.42,Winter
20-05-2022,S002,P0006,Electronics,South,113,75,182,82.77,82.89,0,Sunny,0,86.21,Summer
01-02-2022,S001,P0019,Electronics,East,96,95,94,90.07,78.84,15,Cloudy,0,75.86,Spring
06-05-2022,S001,P0006,Groceries,South,345,334,128,333.83,61.31,15,Snowy,1,64.21,Winter
16-04-2022,S004,P0006,Furniture,East,379,56,88,56.62,39.74,0,Rainy,0,41.39,Spring
14-05-2022,S002,P0017,Clothing,South,403,94,193,102.49,79.02,10,Snowy,1,78.82,Spring
28-03-2022,S002,P0002,Furniture,South,371,80,56,93.74,75.18,15,Snowy,0,72.72,Autumn
25-04-2022,S001,P0003,Toys,North,465,77,68,77.66,27.66,5,Cloudy,1,28.56,Spring
19-03-2022,S001,P0007,Clothing,South,291,236,33,226.48,61.94,15,Snowy,1,60.89,Summer
12-03-2022,S001,P0018,Electronics,North,357,196,140,208.87,62.46,15,Cloudy,1,60.78,Winter
04-04-2022,S001,P0006,Clothing,North,215,199,188,192.33,64.34,5,Sunny,1,66.68,Summer
03-01-2022,S005,P0016,Clothing,North,361,17,171,25.61,80.31,5,Cloudy,1,76.56,Spring
19-05-2022,S004,P0010,Groceries,South,322,246,154,256.88,78.46,15,Cloudy,0,78.54,Autumn
18-01-2022,S005,P0006,Toys,North,339,211,135,228.91,85.85,0,Sunny,0,85.77,Winter
13-02-2022,S005,P0003,Clothing,South,107,94,123,84.19,57.34,15,Rainy,1,56.55,Autumn
07-03-2022,S001,P0008,Toys,North,443,402,113,394.39,86.66,20,Cloudy,0,88.65,Summer
16-04-2022,S001,P0006,Electronics,North,124,27,200,32.97,22.62,5,Sunny,1,20.44,Winter
13-01-2022,S005,P0005,Furniture,East,365,251,108,252.55,79.81,20,Cloudy,1,84.58,Summer
19-03-2022,S005,P0005,Furniture,South,248,180,99,191.9,22.76,0,Rainy,1,24.13,Winter
22-04-2022,S005,P0020,Clothing,West,229,190,157,192.3,97.37,20,Rainy,0,98.92,Spring
07-05-2022,S004,P0013,Electronics,West,120,74,144,93.98,52.53,5,Snowy,1,51.2,Autumn
14-02-2022,S003,P0015,Toys,West,210,82,56,96.17,33.99,5,Cloudy,0,35.06,Winter
26-05-2022,S001,P0019,Groceries,South,284,26,95,24.66,14.23,15,Sunny,1,19.01,Spring
06-01-2022,S003,P0010,Clothing,North,148,18,91,34.24,55.5,15,Rainy,0,52.96,Spring
23-02-2022,S003,P0001,Furniture,North,256,171,158,167.27,48.5,15,Rainy,1,51.38,Summer
06-05-2022,S003,P0004,Furniture,East,112,66,171,75.0,25.82,0,Rainy,0,30.13,Spring
05-02-2022,S004,P0015,Electronics,West,367,353,126,370.92,58.81,20,Rainy,1,61.25,Winter
06-05-2022,S002,P0016,Toys,East,221,204,40,195.35,62.15,10,Sunny,0,60.97,Spring
13-02-2022,S003,P0013,Clothing,West,458,239,112,258.73,25.41,15,Cloudy,1,25.73,Winter
10-03-2022,S002,P0012,Toys,North,226,147,85,150.91,41.45,0,Sunny,0,36.6,Autumn
27-01-2022,S003,P0009,Clothing,South,279,261,172,261.73,96.04,0,Cloudy,0,97.97,Spring
26-01-2022,S005,P0007,Furniture,North,105,83,171,92.72,91.61,5,Cloudy,1,93.17,Summer
28-02-2022,S004,P0003,Groceries,South,494,318,88,310.34,45.48,0,Rainy,1,46.21,Winter
01-02-2022,S004,P0001,Toys,South,333,170,109,171.64,42.61,5,Rainy,0,46.76,Spring
13-03-2022,S003,P0013,Furniture,West,449,0,181,6.78,59.13,20,Snowy,0,57.49,Summer
01-02-2022,S005,P0003,Clothing,South,405,25,171,39.75,17.08,5,Cloudy,1,14.29,Spring
04-02-2022,S005,P0001,Electronics,North,191,173,152,172.33,16.35,0,Snowy,1,17.8,Autumn
24-01-2022,S004,P0018,Electronics,North,183,165,114,166.11,26.23,15,Rainy,1,30.25,Spring
22-04-2022,S001,P0009,Toys,East,108,20,29,10.37,46.11,20,Snowy,0,50.26,Summer
01-05-2022,S003,P0014,Electronics,East,382,216,200,206.81,61.19,20,Snowy,0,61.59,Autumn
22-05-2022,S005,P0011,Toys,West,118,43,188,56.04,22.31,5,Snowy,0,25.07,Summer
24-03-2022,S001,P0006,Toys,South,409,28,173,39.35,63.55,15,Cloudy,1,66.96,Spring
18-03-2022,S005,P0019,Groceries,South,189,123,166,138.36,31.88,0,Snowy,1,34.83,Spring
11-04-2022,S001,P0010,Clothing,East,339,71,147,63.24,80.76,10,Cloudy,1,85.01,Autumn
04-05-2022,S005,P0017,Clothing,West,330,166,183,169.27,43.7,0,Rainy,1,44.25,Winter
26-02-2022,S005,P0009,Clothing,South,410,379,38,396.28,39.33,15,Snowy,0,38.21,Spring
25-05-2022,S004,P0017,Toys,North,154,152,189,167.5,29.23,20,Cloudy,0,32.57,Winter
16-05-2022,S005,P0017,Clothing,South,279,85,154,88.5,92.31,15,Snowy,0,91.89,Spring
22-04-2022,S001,P0014,Groceries,North,117,104,160,94.84,57.25,5,Rainy,1,55.48,Autumn
26-03-2022,S005,P0001,Toys,East,275,133,99,152.24,65.38,20,Sunny,0,65.38,Summer
15-05-2022,S005,P0016,Electronics,South,168,31,89,42.44,71.45,10,Rainy,1,76.34,Winter
23-03-2022,S003,P0020,Electronics,East,206,67,133,70.84,14.17,20,Snowy,0,11.76,Autumn
12-04-2022,S001,P0018,Groceries,West,241,114,156,120.35,68.85,0,Rainy,1,68.61,Summer
22-03-2022,S002,P0006,Groceries,West,205,101,152,118.12,44.34,0,Sunny,1,48.12,Summer
11-05-2022,S002,P0020,Electronics,East,121,4,117,4.61,64.45,20,Rainy,0,68.96,Autumn
19-05-2022,S001,P0016,Furniture,East,345,6,63,20.57,52.35,5,Sunny,1,51.27,Autumn
03-05-2022,S001,P0013,Electronics,North,140,72,147,84.48,86.31,5,Rainy,1,83.43,Winter
17-01-2022,S001,P0014,Furniture,South,73,19,53,30.43,94.28,15,Cloudy,0,98.57,Summer
10-04-2022,S005,P0018,Groceries,East,153,50,191,59.26,23.29,20,Sunny,0,20.68,Winter
23-03-2022,S003,P0014,Clothing,West,413,178,134,195.95,47.55,0,Cloudy,0,44.43,Winter
21-03-2022,S002,P0017,Furniture,South,106,2,148,21.72,98.34,10,Sunny,1,96.57,Autumn
26-03-2022,S003,P0008,Clothing,North,442,99,132,91.58,31.45,10,Snowy,0,29.02,Summer
21-01-2022,S001,P0016,Groceries,North,204,168,35,170.24,30.67,15,Snowy,1,26.45,Winter
06-04-2022,S001,P0006,Electronics,South,116,70,174,78.8,46.78,5,Cloudy,1,50.9,Spring
28-05-2022,S001,P0011,Furniture,West,143,27,112,22.1,43.22,20,Snowy,1,42.54,Winter
20-03-2022,S003,P0005,Groceries,West,162,17,88,22.7,33.66,15,Sunny,1,33.06,Summer
06-03-2022,S003,P0003,Groceries,North,83,55,189,67.41,70.89,10,Cloudy,0,67.69,Spring
30-01-2022,S005,P0002,Clothing,South,108,83,75,76.67,12.09,10,Cloudy,1,16.99,Autumn
18-03-2022,S001,P0007,Toys,South,219,124,148,115.12,68.19,5,Cloudy,0,63.4,Autumn
18-04-2022,S005,P0018,Electronics,West,287,113,159,114.09,92.81,15,Rainy,1,95.97,Autumn
11-05-2022,S005,P0018,Clothing,West,174,10,28,12.55,98.0,10,Snowy,1,97.53,Autumn
03-01-2022,S003,P0004,Clothing,South,403,154,189,166.81,89.67,15,Sunny,0,88.99,Autumn
20-02-2022,S002,P0013,Clothing,East,463,462,181,456.47,75.35,20,Cloudy,0,79.0,Summer
02-01-2022,S001,P0007,Electronics,North,178,56,149,60.3,17.1,5,Snowy,1,17.0,Autumn
29-03-2022,S001,P0010,Groceries,East,73,67,182,68.12,99.95,10,Rainy,1,100.74,Summer
09-03-2022,S002,P0015,Electronics,East,155,75,57,78.26,65.94,5,Sunny,0,62.93,Spring
13-05-2022,S003,P0018,Groceries,West,368,327,136,345.72,63.56,10,Sunny,0,66.78,Summer
18-05-2022,S003,P0019,Electronics,North,267,143,69,148.45,78.07,20,Sunny,0,78.3,Autumn
14-05-2022,S001,P0003,Groceries,West,492,319,21,327.27,76.18,20,Snowy,0,79.1,Autumn
03-04-2022,S001,P0012,Electronics,North,159,135,99,128.63,55.9,5,Snowy,1,60.54,Spring
07-05-2022,S005,P0008,Furniture,South,318,275,116,284.77,69.31,20,Rainy,0,73.87,Winter
09-04-2022,S005,P0002,Toys,West,341,194,40,203.05,18.73,20,Cloudy,0,14.97,Spring
16-02-2022,S001,P0006,Electronics,West,245,48,102,52.37,57.41,5,Cloudy,1,57.88,Winter
26-03-2022,S002,P0005,Groceries,West,373,35,154,25.34,81.71,10,Cloudy,1,82.78,Autumn
26-04-2022,S001,P0008,Furniture,North,409,262,184,258.29,27.4,10,Snowy,0,30.53,Spring
22-02-2022,S005,P0007,Clothing,West,121,60,128,68.33,47.89,10,Sunny,1,44.6,Spring
09-02-2022,S004,P0001,Furniture,East,189,83,102,90.02,21.77,5,Rainy,1,25.95,Winter
08-02-2022,S004,P0014,Toys,West,178,144,62,160.69,67.74,20,Snowy,0,70.13,Winter
20-03-2022,S003,P0015,Electronics,East,421,289,120,282.69,36.55,15,Cloudy,1,32.85,Summer
17-05-2022,S001,P0005,Clothing,North,185,116,25,129.19,62.46,20,Cloudy,1,61.36,Winter
08-05-2022,S003,P0017,Clothing,West,430,83,33,80.73,14.21,15,Snowy,1,18.93,Summer
24-03-2022,S003,P0007,Electronics,West,186,18,146,8.47,52.56,5,Sunny,0,50.22,Autumn
30-03-2022,S003,P0013,Toys,South,453,28,78,40.77,54.83,15,Snowy,1,54.13,Autumn
17-05-2022,S001,P0003,Groceries,North,152,31,142,26.93,10.85,0,Rainy,1,12.61,Autumn
23-04-2022,S004,P0018,Groceries,West,59,44,82,36.65,44.5,20,Rainy,0,40.17,Winter
17-03-2022,S001,P0013,Toys,North,131,104,172,106.04,12.04,10,Rainy,0,9.75,Spring
18-05-2022,S003,P0012,Groceries,South,50,8,183,19.72,17.66,5,Rainy,0,19.29,Spring
01-01-2022,S002,P0010,Electronics,North,157,126,181,132.75,60.84,0,Snowy,1,65.22,Winter
29-01-2022,S001,P0002,Furniture,East,306,104,123,117.43,42.11,5,Rainy,1,38.94,Winter
10-03-2022,S004,P0016,Furniture,South,390,185,148,183.74,53.52,0,Rainy,1,50.1,Spring
23-03-2022,S001,P0017,Furniture,North,372,11,92,24.48,36.28,10,Rainy,1,33.53,Autumn
30-01-2022,S002,P0003,Electronics,South,333,100,154,102.45,91.41,15,Cloudy,1,94.49,Spring
16-02-2022,S004,P0005,Groceries,West,271,44,21,49.95,90.38,15,Snowy,1,86.66,Winter
09-05-2022,S003,P0014,Clothing,South,272,32,144,38.57,72.36,10,Cloudy,0,74.51,Winter
22-03-2022,S003,P0001,Furniture,West,208,54,90,58.43,67.82,0,Rainy,1,64.47,Spring
24-05-2022,S001,P0002,Clothing,West,173,56,147,60.48,27.67,15,Rainy,0,27.4,Summer
13-01-2022,S003,P0006,Toys,North,119,54,124,44.45,71.89,0,Sunny,1,70.71,Summer
13-03-2022,S002,P0017,Toys,East,432,381,126,388.98,35.93,20,Sunny,1,39.19,Winter
10-02-2022,S003,P0014,Toys,North,83,66,83,81.94,76.11,10,Rainy,0,71.93,Winter
10-05-2022,S005,P0004,Electronics,North,344,268,51,262.81,49.13,5,Cloudy,0,51.12,Spring
14-02-2022,S001,P0013,Furniture,South,391,361,123,355.77,38.04,5,Cloudy,1,40.15,Spring
02-01-2022,S001,P0009,Toys,South,99,54,182,70.6,99.76,20,Cloudy,0,95.61,Spring
30-04-2022,S003,P0016,Groceries,North,361,113,118,116.39,36.07,5,Snowy,1,35.59,Spring
05-03-2022,S001,P0002,Electronics,West,431,168,123,184.09,67.32,0,Sunny,0,62.8,Summer
03-04-2022,S004,P0017,Clothing,East,186,15,22,15.76,55.79,5,Rainy,1,54.62,Spring
23-04-2022,S002,P0013,Furniture,South,216,191,40,210.69,21.28,20,Rainy,0,23.3,Summer
18-04-2022,S004,P0019,Toys,West,219,217,72,226.49,28.54,10,Sunny,1,29.3,Summer
16-05-2022,S003,P0014,Furniture,North,230,175,65,191.09,13.15,15,Sunny,1,8.21,Winter
28-03-2022,S004,P0014,Furniture,West,65,54,89,52.34,73.14,5,Sunny,0,70.44,Autumn
13-02-2022,S005,P0015,Toys,North,474,167,150,178.98,57.73,0,Sunny,1,61.17,Winter
10-05-2022,S003,P0016,Groceries,West,197,92,39,87.57,97.74,10,Cloudy,1,99.05,Summer
07-05-2022,S005,P0017,Clothing,West,425,88,24,96.56,14.67,20,Rainy,1,12.03,Autumn
28-04-2022,S005,P0006,Clothing,West,265,125,70,131.14,62.89,10,Rainy,1,58.03,Spring
11-04-2022,S004,P0004,Groceries,South,171,76,175,71.62,11.64,10,Cloudy,1,8.0,Autumn
13-02-2022,S003,P0009,Clothing,West,384,66,169,85.92,13.15,0,Rainy,0,14.86,Autumn
23-04-2022,S001,P0019,Furniture,South,360,26,163,26.97,21.29,20,Cloudy,0,18.04,Autumn
23-05-2022,S001,P0009,Groceries,East,125,2,158,12.16,13.93,10,Cloudy,1,9.75,Spring
16-03-2022,S004,P0017,Furniture,South,216,169,32,187.68,19.26,20,Snowy,0,21.02,Summer
14-03-2022,S003,P0015,Electronics,South,386,220,72,211.8,65.41,15,Cloudy,1,61.81,Autumn
20-03-2022,S003,P0001,Electronics,North,173,96,42,96.93,65.83,10,Cloudy,0,66.88,Winter
20-02-2022,S001,P0002,Clothing,North,355,308,32,305.75,49.59,10,Sunny,0,49.88,Autumn
26-02-2022,S001,P0011,Electronics,North,223,187,68,194.96,81.72,5,Rainy,1,79.0,Summer
05-03-2022,S004,P0008,Groceries,North,301,107,23,100.51,57.43,0,Sunny,0,58.11,Autumn
10-01-2022,S004,P0014,Electronics,West,496,349,155,355.24,75.88,15,Snowy,1,71.65,Autumn
19-02-2022,S005,P0020,Furniture,North,469,462,134,458.85,56.65,10,Snowy,1,59.12,Summer
12-02-2022,S005,P0020,Electronics,North,95,12,108,26.46,88.45,5,Snowy,1,85.52,Summer
20-02-2022,S001,P0020,Electronics,South,227,165,99,181.87,30.33,15,Sunny,1,32.33,Winter
06-02-2022,S003,P0014,Groceries,East,385,352,185,360.03,57.07,0,Snowy,0,55.99,Winter
03-05-2022,S002,P0007,Electronics,West,470,22,32,40.46,62.59,10,Cloudy,0,58.43,Winter
13-04-2022,S003,P0003,Toys,West,109,70,134,76.06,62.44,15,Snowy,1,64.58,Spring
31-01-2022,S005,P0009,Groceries,North,226,1,161,-8.87,85.69,0,Rainy,0,87.72,Spring
24-02-2022,S003,P0017,Furniture,West,478,189,186,203.15,59.03,20,Snowy,1,58.3,Summer
26-02-2022,S004,P0003,Electronics,North,255,225,59,222.69,94.75,10,Cloudy,1,98.88,Winter
29-03-2022,S001,P0002,Groceries,North,205,148,134,144.58,84.79,10,Cloudy,0,83.0,Summer
28-02-2022,S001,P0006,Electronics,West,308,163,109,154.68,71.3,5,Rainy,1,74.39,Autumn
21-05-2022,S005,P0002,Groceries,North,214,89,117,98.35,61.16,5,Cloudy,1,58.24,Winter
01-01-2022,S001,P0011,Furniture,South,258,150,153,152.74,58.53,10,Sunny,1,61.42,Spring
27-01-2022,S003,P0008,Clothing,South,309,297,108,288.01,42.12,10,Sunny,1,41.82,Autumn
28-04-2022,S005,P0004,Clothing,South,477,271,84,272.6,84.82,5,Cloudy,1,83.4,Autumn
15-01-2022,S002,P0007,Clothing,North,351,4,59,16.06,49.64,15,Snowy,1,46.87,Autumn
01-05-2022,S005,P0020,Toys,West,85,63,82,62.43,60.26,10,Cloudy,0,57.25,Winter
02-02-2022,S004,P0006,Electronics,East,107,91,116,105.08,63.47,0,Cloudy,0,58.99,Spring
28-04-2022,S004,P0003,Toys,West,184,138,134,146.82,70.55,10,Rainy,1,69.91,Winter
30-04-2022,S003,P0001,Toys,West,331,299,48,302.98,59.83,5,Sunny,0,54.93,Autumn
10-05-2022,S003,P0017,Groceries,West,178,140,39,136.19,17.11,20,Snowy,1,16.16,Autumn
13-05-2022,S002,P0018,Clothing,West,278,231,160,224.27,55.18,20,Rainy,0,54.44,Winter
13-01-2022,S001,P0016,Toys,East,91,19,126,9.24,35.05,5,Rainy,1,33.47,Autumn
28-04-2022,S003,P0001,Groceries,South,221,103,105,118.4,41.03,15,Sunny,0,45.52,Autumn
19-05-2022,S005,P0011,Toys,West,94,58,51,77.41,33.12,5,Cloudy,1,37.79,Spring
16-05-2022,S005,P0006,Furniture,South,229,105,42,124.99,32.46,5,Cloudy,0,29.62,Spring
05-04-2022,S005,P0011,Clothing,West,395,41,104,31.15,13.82,5,Sunny,0,12.64,Winter
09-03-2022,S001,P0003,Furniture,East,336,314,42,307.67,14.69,5,Sunny,1,13.81,Autumn
04-01-2022,S002,P0004,Toys,East,289,11,21,26.96,58.13,0,Sunny,1,61.63,Summer
14-01-2022,S003,P0005,Electronics,South,186,182,87,184.02,86.21,15,Snowy,1,81.75,Winter
14-02-2022,S003,P0018,Furniture,North,261,6,151,11.51,88.17,5,Cloudy,1,85.16,Autumn
30-04-2022,S001,P0004,Groceries,East,190,71,117,70.65,95.9,20,Cloudy,0,94.96,Spring
10-01-2022,S001,P0010,Clothing,East,324,113,82,111.02,63.67,0,Snowy,0,60.13,Autumn
12-04-2022,S003,P0002,Toys,East,203,28,186,41.17,89.81,20,Snowy,1,89.89,Summer
03-02-2022,S005,P0020,Clothing,North,170,112,82,124.37,90.19,10,Snowy,0,87.79,Summer
05-01-2022,S005,P0017,Groceries,East,231,15,107,26.67,74.42,5,Cloudy,0,73.86,Summer
04-04-2022,S003,P0010,Clothing,West,346,76,111,81.36,10.91,0,Snowy,1,7.36,Autumn
11-05-2022,S001,P0009,Toys,East,411,392,101,411.71,34.61,0,Cloudy,1,37.73,Autumn
13-04-2022,S005,P0006,Furniture,West,93,69,149,73.1,63.61,10,Cloudy,0,63.34,Spring
23-02-2022,S001,P0013,Furniture,North,296,213,30,206.97,35.87,15,Cloudy,0,35.11,Autumn
09-05-2022,S001,P0005,Electronics,East,115,20,134,28.6,66.33,20,Snowy,1,62.9,Summer
04-02-2022,S004,P0011,Clothing,East,291,172,143,186.45,88.81,20,Snowy,1,88.1,Winter
21-05-2022,S003,P0016,Furniture,South,477,32,170,46.93,19.79,20,Snowy,1,15.85,Spring
10-03-2022,S003,P0009,Groceries,East,485,381,53,374.5,51.56,5,Cloudy,0,49.97,Summer
13-02-2022,S004,P0006,Electronics,North,61,52,63,44.09,55.43,10,Rainy,0,52.24,Winter
14-04-2022,S003,P0017,Clothing,East,268,194,183,193.32,29.34,15,Snowy,0,31.94,Autumn
12-01-2022,S005,P0016,Electronics,North,79,40,190,37.92,16.59,20,Cloudy,0,15.08,Autumn
01-05-2022,S005,P0003,Toys,West,254,2,194,17.66,27.18,15,Rainy,1,29.34,Autumn
15-01-2022,S002,P0004,Groceries,South,182,105,116,124.42,47.69,15,Cloudy,1,51.03,Summer
24-02-2022,S004,P0018,Toys,North,494,284,183,278.27,16.56,10,Cloudy,0,14.91,Winter
03-01-2022,S003,P0017,Clothing,West,330,296,138,297.58,76.12,5,Snowy,0,77.55,Spring
07-05-2022,S002,P0014,Groceries,South,293,47,157,54.09,29.24,20,Cloudy,0,28.0,Autumn
13-05-2022,S005,P0001,Toys,East,125,54,143,64.73,71.4,0,Cloudy,1,70.36,Autumn
03-01-2022,S005,P0009,Electronics,West,398,349,98,350.47,52.72,10,Sunny,0,55.74,Winter
26-03-2022,S001,P0013,Toys,East,79,55,185,45.32,76.44,20,Cloudy,1,73.56,Spring
25-05-2022,S004,P0010,Clothing,East,474,159,199,154.97,54.48,15,Sunny,1,57.0,Spring
31-03-2022,S001,P0020,Clothing,South,304,227,197,245.27,47.22,10,Cloudy,1,48.53,Autumn
11-04-2022,S005,P0010,Groceries,West,249,168,132,159.82,52.9,15,Cloudy,1,52.04,Autumn
10-05-2022,S003,P0005,Groceries,South,278,36,166,29.33,15.71,5,Snowy,1,18.15,Summer
14-02-2022,S005,P0005,Groceries,South,273,87,130,96.07,30.57,15,Snowy,1,30.98,Summer
23-05-2022,S005,P0012,Furniture,North,70,42,129,61.42,37.23,0,Cloudy,1,39.65,Spring
17-03-2022,S001,P0016,Clothing,East,326,103,166,101.7,22.1,20,Sunny,0,25.9,Summer
12-03-2022,S004,P0011,Furniture,West,499,113,21,116.82,34.61,5,Sunny,1,36.63,Autumn
13-01-2022,S002,P0013,Toys,West,288,229,65,236.59,26.64,20,Snowy,1,29.48,Spring
04-04-2022,S004,P0007,Groceries,South,257,123,187,117.56,99.48,20,Snowy,1,101.56,Winter
25-02-2022,S003,P0014,Groceries,South,325,168,106,169.59,18.46,15,Cloudy,1,17.45,Autumn
27-01-2022,S004,P0016,Clothing,North,408,372,96,383.62,12.08,10,Sunny,1,11.58,Spring
12-01-2022,S001,P0013,Furniture,West,52,38,112,47.44,88.96,15,Cloudy,1,88.07,Winter
19-02-2022,S001,P0020,Electronics,South,246,192,43,204.46,75.4,15,Sunny,0,74.77,Autumn
05-05-2022,S005,P0012,Clothing,East,118,87,134,82.93,63.88,0,Rainy,1,68.6,Summer
03-01-2022,S004,P0008,Electronics,East,217,209,35,215.04,63.1,10,Rainy,1,65.17,Winter
18-04-2022,S002,P0020,Clothing,North,101,65,171,56.55,13.74,10,Cloudy,0,14.39,Summer
06-03-2022,S005,P0018,Furniture,West,445,283,120,299.32,13.0,20,Cloudy,1,10.13,Summer
23-02-2022,S001,P0019,Clothing,North,375,121,22,119.43,48.19,10,Sunny,0,49.37,Summer
02-05-2022,S004,P0005,Toys,East,246,115,112,110.78,78.11,15,Cloudy,1,74.3,Winter
18-03-2022,S004,P0013,Groceries,North,312,193,97,195.1,24.38,15,Sunny,0,22.88,Autumn
31-01-2022,S003,P0009,Furniture,North,175,170,23,187.36,46.07,20,Snowy,0,43.24,Summer
03-03-2022,S004,P0008,Toys,East,333,13,176,32.09,90.37,15,Sunny,1,86.52,Autumn
23-03-2022,S001,P0018,Groceries,North,486,158,21,177.76,81.9,20,Rainy,0,79.23,Winter
14-01-2022,S004,P0020,Furniture,North,171,40,196,30.92,47.89,10,Cloudy,0,45.8,Summer
29-04-2022,S002,P0006,Furniture,North,91,87,115,87.83,67.62,0,Snowy,1,65.6,Autumn
26-04-2022,S002,P0001,Groceries,West,448,320,76,317.69,85.07,0,Rainy,0,83.87,Winter
07-04-2022,S001,P0007,Clothing,West,205,99,100,111.12,56.63,20,Rainy,0,55.45,Winter
17-02-2022,S003,P0020,Furniture,West,257,97,32,108.68,10.6,20,Cloudy,1,8.03,Autumn
06-04-2022,S004,P0015,Furniture,South,347,150,56,160.43,84.86,20,Sunny,0,80.05,Autumn
25-02-2022,S001,P0003,Electronics,North,198,31,141,25.33,21.59,5,Sunny,0,18.18,Autumn
20-05-2022,S002,P0001,Groceries,East,335,155,82,171.59,51.51,20,Rainy,0,47.34,Winter
07-02-2022,S005,P0011,Clothing,East,293,34,175,28.87,14.88,10,Rainy,0,19.83,Winter
07-01-2022,S002,P0001,Toys,West,394,150,68,153.84,85.79,5,Snowy,0,82.42,Spring
07-01-2022,S003,P0013,Groceries,South,244,59,158,58.25,18.4,5,Sunny,1,16.55,Autumn
27-02-2022,S002,P0004,Furniture,East,494,280,113,291.88,34.71,15,Rainy,0,38.92,Summer
08-05-2022,S004,P0015,Electronics,North,356,345,165,349.61,13.82,5,Rainy,1,11.13,Autumn
04-02-2022,S004,P0014,Clothing,South,365,348,125,340.83,92.32,5,Sunny,1,93.64,Spring
04-05-2022,S002,P0017,Clothing,North,345,188,57,182.51,59.73,15,Snowy,0,63.22,Winter
